date,open,high,low,close,volume
2009-06-27,1.4077,1.4078,1.40528,1.4053,13561
2009-06-29,1.40609,1.40765,1.40449,1.40698,424692
2009-06-30,1.40698,1.40988,1.40679,1.40987,591937
2009-07-01,1.40987,1.41993,1.39978,1.41468,101470
2009-07-02,1.41472,1.41604,1.39868,1.40253,81595
2009-07-03,1.4025,1.40282,1.39256,1.3975,81171
2009-07-04,1.39744,1.39837,1.39595,1.39792,6817
2009-07-06,1.39591,1.39977,1.38749,1.3959,74747
2009-07-07,1.39606,1.40497,1.38996,1.39277,81408
2009-07-08,1.39274,1.39391,1.38294,1.38498,81757
2009-07-09,1.385,1.40722,1.38453,1.40336,80686
2009-07-10,1.4034,1.40369,1.38734,1.39462,81019
2009-07-11,1.39459,1.39568,1.39294,1.39351,6114
2009-07-13,1.39364,1.39926,1.38942,1.39702,74400
2009-07-14,1.39707,1.40136,1.39084,1.39344,80294
2009-07-15,1.39352,1.41335,1.39254,1.41267,80894
2009-07-16,1.41258,1.41648,1.40536,1.41464,80896
2009-07-17,1.41438,1.41602,1.40599,1.41366,81408
2009-07-18,1.41387,1.41424,1.40926,1.40986,6646
2009-07-20,1.40953,1.42494,1.40904,1.42185,73292
2009-07-21,1.42157,1.4276,1.41601,1.41917,81459
