,mopen,mhigh,mlow,mclose,mvolume,hopen,hhigh,hlow,hclose,hvolume,dopen,dhigh,dlow,dclose,dvolume,ema_20_1h_c,atr_14_1h,ematrTopBuy,ematrBottomBuy,ematrTopSell,ematrBottomSell,leaveBuyZone,leaveSellZone
2021-03-17 22:30:00,151.533,151.562,151.516,151.557,488.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 22:35:00,151.558,151.561,151.502,151.504,493.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 22:40:00,151.504,151.513,151.454,151.462,695.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 22:45:00,151.463,151.486,151.427,151.427,582.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 22:50:00,151.427,151.427,151.339,151.344,853.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 22:55:00,151.345,151.421,151.338,151.381,932.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 23:00:00,151.391,151.612,151.363,151.538,3900.0,151.391,151.812,151.363,151.788,28919.0,,,,,,,,,,,,True,False
2021-03-17 23:05:00,151.541,151.667,151.518,151.61,2904.0,,,,,,,,,,,,,,,,,True,False
2021-03-17 23:10:00,151.61,151.765,151.6,151.764,2564.0,,,,,,,,,,,,,,,,,True,False
2021-03-17 23:15:00,151.763,151.768,151.619,151.672,2845.0,,,,,,,,,,,,,,,,,True,False
2021-03-17 23:20:00,151.674,151.747,151.673,151.708,2038.0,,,,,,,,,,,,,,,,,True,False
2021-03-17 23:25:00,151.707,151.72,151.647,151.654,2061.0,,,,,,,,,,,,,,,,,True,False
2021-03-17 23:30:00,151.657,151.707,151.633,151.671,1617.0,,,,,,,,,,,,,,,,,True,False
2021-03-17 23:35:00,151.671,151.748,151.671,151.728,2288.0,,,,,,,,,,,,,,,,,True,False
2021-03-17 23:40:00,151.728,151.772,151.696,151.715,2217.0,,,,,,,,,,,,,,,,,True,False
2021-03-17 23:45:00,151.711,151.787,151.698,151.724,2310.0,,,,,,,,,,,,,,,,,True,False
2021-03-17 23:50:00,151.724,151.812,151.718,151.807,2069.0,,,,,,,,,,,,,,,,,True,False
2021-03-17 23:55:00,151.809,151.812,151.755,151.788,2106.0,,,,,,,,,,,,,,,,,True,False
2021-03-18 00:00:00,151.787,151.817,151.771,151.804,2057.0,151.787,152.032,151.713,152.032,14468.0,151.787,152.548,151.617,151.826,211971.0,,,,,,,False,False
2021-03-18 00:05:00,151.801,151.804,151.723,151.761,1580.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 00:10:00,151.76,151.785,151.713,151.774,1519.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 00:15:00,151.773,151.813,151.758,151.759,1166.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 00:20:00,151.761,151.817,151.745,151.795,1208.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 00:25:00,151.795,151.828,151.792,151.805,921.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 00:30:00,151.812,151.872,151.735,151.865,1432.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 00:35:00,151.87,151.898,151.854,151.884,1061.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 00:40:00,151.883,151.935,151.875,151.917,987.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 00:45:00,151.917,152.013,151.915,151.988,925.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 00:50:00,151.982,151.983,151.928,151.941,757.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 00:55:00,151.943,152.032,151.943,152.032,855.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 01:00:00,152.03,152.067,152.016,152.03,628.0,152.03,152.067,151.951,151.951,4934.0,,,,,,,,,,,,False,False
2021-03-18 01:05:00,152.03,152.057,152.026,152.037,404.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 01:10:00,152.04,152.045,151.998,151.999,437.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 01:15:00,151.998,152.009,151.972,151.978,256.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 01:20:00,151.978,151.985,151.971,151.971,96.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 01:25:00,151.971,151.983,151.966,151.971,336.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 01:30:00,151.97,151.977,151.952,151.956,579.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 01:35:00,151.955,152.003,151.952,151.981,515.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 01:40:00,151.981,152.038,151.981,152.037,340.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 01:45:00,152.036,152.043,152.028,152.04,410.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 01:50:00,152.039,152.058,152.023,152.027,555.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 01:55:00,152.027,152.027,151.951,151.951,378.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 02:00:00,151.976,152.016,151.966,152.016,31.0,151.976,152.057,151.85,151.96,1828.0,,,,,,,,,,,,False,False
2021-03-18 02:05:00,152.016,152.025,151.978,152.02,31.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 02:10:00,152.021,152.038,152.013,152.02,98.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 02:15:00,152.019,152.025,152.011,152.022,102.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 02:20:00,152.024,152.024,152.014,152.015,35.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 02:25:00,152.013,152.013,151.975,151.98,36.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 02:30:00,151.985,152.017,151.969,152.017,152.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 02:35:00,152.012,152.025,151.986,152.016,77.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 02:40:00,152.02,152.057,152.013,152.029,185.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 02:45:00,152.029,152.048,151.974,151.986,646.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 02:50:00,151.979,152.016,151.85,151.944,416.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 02:55:00,151.939,151.968,151.938,151.96,19.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 03:00:00,151.957,152.005,151.932,151.949,444.0,151.957,152.04,151.882,151.994,3688.0,,,,,,,,,,,,False,False
2021-03-18 03:05:00,151.949,151.969,151.923,151.937,358.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 03:10:00,151.936,151.973,151.935,151.953,326.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 03:15:00,151.953,151.955,151.929,151.935,231.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 03:20:00,151.936,151.936,151.899,151.9,204.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 03:25:00,151.9,151.923,151.882,151.882,307.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 03:30:00,151.886,151.957,151.886,151.914,414.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 03:35:00,151.914,151.968,151.903,151.966,249.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 03:40:00,151.967,151.977,151.947,151.977,197.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 03:45:00,151.976,152.011,151.974,151.992,501.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 03:50:00,151.992,152.04,151.992,152.024,279.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 03:55:00,152.024,152.028,151.994,151.994,178.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 04:00:00,151.995,152.031,151.994,152.024,449.0,151.995,152.196,151.993,152.184,3333.0,,,,,,,,,,,,False,False
2021-03-18 04:05:00,152.022,152.029,151.993,152.01,198.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 04:10:00,152.011,152.042,152.007,152.041,167.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 04:15:00,152.043,152.075,152.04,152.073,171.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 04:20:00,152.075,152.103,152.065,152.096,123.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 04:25:00,152.098,152.109,152.079,152.1,250.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 04:30:00,152.101,152.12,152.08,152.113,297.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 04:35:00,152.108,152.108,152.077,152.077,208.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 04:40:00,152.08,152.135,152.079,152.117,260.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 04:45:00,152.117,152.154,152.094,152.143,363.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 04:50:00,152.146,152.196,152.14,152.179,441.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 04:55:00,152.177,152.189,152.15,152.184,406.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 05:00:00,152.185,152.199,152.128,152.168,835.0,152.185,152.241,152.128,152.204,6646.0,,,,,,,,,,,,False,False
2021-03-18 05:05:00,152.17,152.215,152.167,152.188,620.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 05:10:00,152.188,152.217,152.18,152.198,585.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 05:15:00,152.202,152.241,152.2,152.22,489.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 05:20:00,152.221,152.231,152.201,152.202,226.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 05:25:00,152.204,152.217,152.181,152.182,407.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 05:30:00,152.189,152.239,152.176,152.184,845.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 05:35:00,152.184,152.204,152.179,152.182,289.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 05:40:00,152.182,152.201,152.165,152.18,435.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 05:45:00,152.181,152.187,152.16,152.161,464.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 05:50:00,152.161,152.174,152.136,152.162,722.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 05:55:00,152.158,152.204,152.156,152.204,729.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 06:00:00,152.205,152.257,152.194,152.251,1037.0,152.205,152.26,152.148,152.165,7824.0,,,,,,,0.2089285714285742,,,,,False,False
2021-03-18 06:05:00,152.251,152.256,152.176,152.207,915.0,,,,,,,,,,,,0.2089285714285742,,,,,False,False
2021-03-18 06:10:00,152.207,152.208,152.148,152.154,1011.0,,,,,,,,,,,,0.2089285714285742,,,,,False,False
2021-03-18 06:15:00,152.154,152.235,152.154,152.227,288.0,,,,,,,,,,,,0.2089285714285742,,,,,False,False
2021-03-18 06:20:00,152.219,152.26,152.199,152.234,578.0,,,,,,,,,,,,0.2089285714285742,,,,,False,False
2021-03-18 06:25:00,152.234,152.24,152.203,152.221,794.0,,,,,,,,,,,,0.2089285714285742,,,,,False,False
2021-03-18 06:30:00,152.22,152.248,152.155,152.185,732.0,,,,,,,,,,,,0.2089285714285742,,,,,False,False
2021-03-18 06:35:00,152.184,152.232,152.164,152.213,658.0,,,,,,,,,,,,0.2089285714285742,,,,,False,False
2021-03-18 06:40:00,152.213,152.221,152.177,152.183,484.0,,,,,,,,,,,,0.2089285714285742,,,,,False,False
2021-03-18 06:45:00,152.184,152.229,152.175,152.209,417.0,,,,,,,,,,,,0.2089285714285742,,,,,False,False
2021-03-18 06:50:00,152.209,152.219,152.173,152.175,335.0,,,,,,,,,,,,0.2089285714285742,,,,,False,False
2021-03-18 06:55:00,152.174,152.21,152.16,152.165,575.0,,,,,,,,,,,,0.2089285714285742,,,,,False,False
2021-03-18 07:00:00,152.162,152.169,152.122,152.127,533.0,152.162,152.184,152.108,152.178,3630.0,,,,,,,0.2034285714285744,,,,,False,False
2021-03-18 07:05:00,152.123,152.147,152.108,152.138,361.0,,,,,,,,,,,,0.2034285714285744,,,,,False,False
2021-03-18 07:10:00,152.138,152.171,152.118,152.151,339.0,,,,,,,,,,,,0.2034285714285744,,,,,False,False
2021-03-18 07:15:00,152.153,152.17,152.138,152.145,329.0,,,,,,,,,,,,0.2034285714285744,,,,,False,False
2021-03-18 07:20:00,152.147,152.153,152.129,152.129,167.0,,,,,,,,,,,,0.2034285714285744,,,,,False,False
2021-03-18 07:25:00,152.13,152.151,152.126,152.145,233.0,,,,,,,,,,,,0.2034285714285744,,,,,False,False
2021-03-18 07:30:00,152.146,152.167,152.134,152.165,230.0,,,,,,,,,,,,0.2034285714285744,,,,,False,False
2021-03-18 07:35:00,152.166,152.169,152.121,152.125,189.0,,,,,,,,,,,,0.2034285714285744,,,,,False,False
2021-03-18 07:40:00,152.125,152.131,152.115,152.129,147.0,,,,,,,,,,,,0.2034285714285744,,,,,False,False
2021-03-18 07:45:00,152.127,152.165,152.119,152.153,345.0,,,,,,,,,,,,0.2034285714285744,,,,,False,False
2021-03-18 07:50:00,152.154,152.165,152.137,152.155,358.0,,,,,,,,,,,,0.2034285714285744,,,,,False,False
2021-03-18 07:55:00,152.153,152.184,152.15,152.178,399.0,,,,,,,,,,,,0.2034285714285744,,,,,False,False
2021-03-18 08:00:00,152.178,152.182,151.9,151.901,1259.0,152.178,152.182,151.617,151.788,11188.0,,,,,,,0.2340000000000028,,,,,False,False
2021-03-18 08:05:00,151.901,151.934,151.617,151.934,2106.0,,,,,,,,,,,,0.2340000000000028,,,,,False,False
2021-03-18 08:10:00,151.934,151.934,151.825,151.828,1238.0,,,,,,,,,,,,0.2340000000000028,,,,,False,False
2021-03-18 08:15:00,151.829,151.857,151.781,151.784,788.0,,,,,,,,,,,,0.2340000000000028,,,,,False,False
2021-03-18 08:20:00,151.782,151.827,151.747,151.774,703.0,,,,,,,,,,,,0.2340000000000028,,,,,False,False
2021-03-18 08:25:00,151.775,151.796,151.67,151.692,858.0,,,,,,,,,,,,0.2340000000000028,,,,,False,False
2021-03-18 08:30:00,151.694,151.804,151.694,151.776,1217.0,,,,,,,,,,,,0.2340000000000028,,,,,False,False
2021-03-18 08:35:00,151.778,151.799,151.748,151.793,868.0,,,,,,,,,,,,0.2340000000000028,,,,,False,False
2021-03-18 08:40:00,151.792,151.8,151.741,151.773,565.0,,,,,,,,,,,,0.2340000000000028,,,,,False,False
2021-03-18 08:45:00,151.773,151.801,151.766,151.801,651.0,,,,,,,,,,,,0.2340000000000028,,,,,False,False
2021-03-18 08:50:00,151.801,151.836,151.801,151.803,368.0,,,,,,,,,,,,0.2340000000000028,,,,,False,False
2021-03-18 08:55:00,151.802,151.827,151.786,151.788,567.0,,,,,,,,,,,,0.2340000000000028,,,,,False,False
2021-03-18 09:00:00,151.789,151.854,151.785,151.846,424.0,151.789,151.982,151.785,151.964,4699.0,,,,,,,0.2229285714285761,,,,,False,False
2021-03-18 09:05:00,151.845,151.882,151.819,151.847,416.0,,,,,,,,,,,,0.2229285714285761,,,,,False,False
2021-03-18 09:10:00,151.845,151.911,151.835,151.907,751.0,,,,,,,,,,,,0.2229285714285761,,,,,False,False
2021-03-18 09:15:00,151.908,151.921,151.862,151.869,502.0,,,,,,,,,,,,0.2229285714285761,,,,,False,False
2021-03-18 09:20:00,151.869,151.91,151.853,151.9,389.0,,,,,,,,,,,,0.2229285714285761,,,,,False,False
2021-03-18 09:25:00,151.902,151.939,151.902,151.931,303.0,,,,,,,,,,,,0.2229285714285761,,,,,False,False
2021-03-18 09:30:00,151.928,151.951,151.908,151.947,288.0,,,,,,,,,,,,0.2229285714285761,,,,,False,False
2021-03-18 09:35:00,151.947,151.978,151.942,151.954,276.0,,,,,,,,,,,,0.2229285714285761,,,,,False,False
2021-03-18 09:40:00,151.954,151.982,151.945,151.949,240.0,,,,,,,,,,,,0.2229285714285761,,,,,False,False
2021-03-18 09:45:00,151.949,151.97,151.924,151.934,375.0,,,,,,,,,,,,0.2229285714285761,,,,,False,False
2021-03-18 09:50:00,151.935,151.973,151.909,151.969,326.0,,,,,,,,,,,,0.2229285714285761,,,,,False,False
2021-03-18 09:55:00,151.965,151.982,151.954,151.964,409.0,,,,,,,,,,,,0.2229285714285761,,,,,False,False
2021-03-18 10:00:00,151.964,151.965,151.923,151.94,389.0,151.964,151.984,151.88,151.944,4360.0,,,,,,,0.2146428571428629,,,,,False,False
2021-03-18 10:05:00,151.941,151.978,151.939,151.947,290.0,,,,,,,,,,,,0.2146428571428629,,,,,False,False
2021-03-18 10:10:00,151.947,151.974,151.931,151.97,270.0,,,,,,,,,,,,0.2146428571428629,,,,,False,False
2021-03-18 10:15:00,151.969,151.972,151.914,151.934,386.0,,,,,,,,,,,,0.2146428571428629,,,,,False,False
2021-03-18 10:20:00,151.935,151.965,151.916,151.941,292.0,,,,,,,,,,,,0.2146428571428629,,,,,False,False
2021-03-18 10:25:00,151.942,151.942,151.887,151.911,552.0,,,,,,,,,,,,0.2146428571428629,,,,,False,False
2021-03-18 10:30:00,151.914,151.978,151.901,151.978,339.0,,,,,,,,,,,,0.2146428571428629,,,,,False,False
2021-03-18 10:35:00,151.979,151.984,151.88,151.932,477.0,,,,,,,,,,,,0.2146428571428629,,,,,False,False
2021-03-18 10:40:00,151.934,151.95,151.926,151.948,218.0,,,,,,,,,,,,0.2146428571428629,,,,,False,False
2021-03-18 10:45:00,151.947,151.959,151.922,151.957,369.0,,,,,,,,,,,,0.2146428571428629,,,,,False,False
2021-03-18 10:50:00,151.957,151.963,151.934,151.943,276.0,,,,,,,,,,,,0.2146428571428629,,,,,False,False
2021-03-18 10:55:00,151.943,151.951,151.901,151.944,502.0,,,,,,,,,,,,0.2146428571428629,,,,,False,False
2021-03-18 11:00:00,151.946,151.992,151.943,151.982,359.0,151.946,152.257,151.908,152.222,5579.0,,,,,,,0.2300714285714349,,,,,False,False
2021-03-18 11:05:00,151.977,151.993,151.908,151.928,433.0,,,,,,,,,,,,0.2300714285714349,,,,,False,False
2021-03-18 11:10:00,151.927,151.975,151.915,151.975,257.0,,,,,,,,,,,,0.2300714285714349,,,,,False,False
2021-03-18 11:15:00,151.971,151.995,151.951,151.985,226.0,,,,,,,,,,,,0.2300714285714349,,,,,False,False
2021-03-18 11:20:00,151.985,152.025,151.985,152.025,254.0,,,,,,,,,,,,0.2300714285714349,,,,,False,False
2021-03-18 11:25:00,152.029,152.083,152.022,152.075,416.0,,,,,,,,,,,,0.2300714285714349,,,,,False,False
2021-03-18 11:30:00,152.076,152.105,152.066,152.102,403.0,,,,,,,,,,,,0.2300714285714349,,,,,False,False
2021-03-18 11:35:00,152.103,152.136,152.101,152.125,231.0,,,,,,,,,,,,0.2300714285714349,,,,,False,False
2021-03-18 11:40:00,152.124,152.237,152.124,152.225,540.0,,,,,,,,,,,,0.2300714285714349,,,,,False,False
2021-03-18 11:45:00,152.224,152.257,152.196,152.251,786.0,,,,,,,,,,,,0.2300714285714349,,,,,False,False
2021-03-18 11:50:00,152.252,152.255,152.225,152.246,706.0,,,,,,,,,,,,0.2300714285714349,,,,,False,False
2021-03-18 11:55:00,152.247,152.251,152.196,152.222,968.0,,,,,,,,,,,,0.2300714285714349,,,,,False,False
2021-03-18 12:00:00,152.224,152.363,152.203,152.339,1289.0,152.224,152.49,152.203,152.427,15822.0,,,,,,151.93055,0.2325000000000057,151.93055,151.69805,152.16305000000003,151.93055,False,False
2021-03-18 12:05:00,152.339,152.366,152.321,152.356,951.0,,,,,,,,,,,151.93055,0.2325000000000057,151.93055,151.69805,152.16305000000003,151.93055,False,False
2021-03-18 12:10:00,152.358,152.385,152.338,152.344,536.0,,,,,,,,,,,151.93055,0.2325000000000057,151.93055,151.69805,152.16305000000003,151.93055,False,False
2021-03-18 12:15:00,152.343,152.465,152.336,152.43,996.0,,,,,,,,,,,151.93055,0.2325000000000057,151.93055,151.69805,152.16305000000003,151.93055,False,False
2021-03-18 12:20:00,152.432,152.461,152.392,152.404,1314.0,,,,,,,,,,,151.93055,0.2325000000000057,151.93055,151.69805,152.16305000000003,151.93055,False,False
2021-03-18 12:25:00,152.402,152.457,152.381,152.404,1906.0,,,,,,,,,,,151.93055,0.2325000000000057,151.93055,151.69805,152.16305000000003,151.93055,False,False
2021-03-18 12:30:00,152.402,152.49,152.361,152.435,1652.0,,,,,,,,,,,151.93055,0.2325000000000057,151.93055,151.69805,152.16305000000003,151.93055,False,False
2021-03-18 12:35:00,152.436,152.458,152.357,152.411,1436.0,,,,,,,,,,,151.93055,0.2325000000000057,151.93055,151.69805,152.16305000000003,151.93055,False,False
2021-03-18 12:40:00,152.41,152.483,152.407,152.434,1759.0,,,,,,,,,,,151.93055,0.2325000000000057,151.93055,151.69805,152.16305000000003,151.93055,False,False
2021-03-18 12:45:00,152.434,152.444,152.345,152.406,1549.0,,,,,,,,,,,151.93055,0.2325000000000057,151.93055,151.69805,152.16305000000003,151.93055,False,False
2021-03-18 12:50:00,152.407,152.456,152.386,152.445,1286.0,,,,,,,,,,,151.93055,0.2325000000000057,151.93055,151.69805,152.16305000000003,151.93055,False,False
2021-03-18 12:55:00,152.446,152.449,152.375,152.427,1148.0,,,,,,,,,,,151.93055,0.2325000000000057,151.93055,151.69805,152.16305000000003,151.93055,False,False
2021-03-18 13:00:00,152.426,152.511,152.393,152.507,1355.0,152.426,152.548,152.257,152.263,13356.0,,,,,,151.96221190476192,0.2212142857142904,151.96221190476192,151.74099761904762,152.1834261904762,151.96221190476192,False,False
2021-03-18 13:05:00,152.506,152.548,152.496,152.511,1247.0,,,,,,,,,,,151.96221190476192,0.2212142857142904,151.96221190476192,151.74099761904762,152.1834261904762,151.96221190476192,False,False
2021-03-18 13:10:00,152.511,152.53,152.46,152.515,1130.0,,,,,,,,,,,151.96221190476192,0.2212142857142904,151.96221190476192,151.74099761904762,152.1834261904762,151.96221190476192,False,False
2021-03-18 13:15:00,152.512,152.534,152.453,152.473,1061.0,,,,,,,,,,,151.96221190476192,0.2212142857142904,151.96221190476192,151.74099761904762,152.1834261904762,151.96221190476192,False,False
2021-03-18 13:20:00,152.474,152.518,152.455,152.47,1038.0,,,,,,,,,,,151.96221190476192,0.2212142857142904,151.96221190476192,151.74099761904762,152.1834261904762,151.96221190476192,False,False
2021-03-18 13:25:00,152.468,152.51,152.421,152.446,1098.0,,,,,,,,,,,151.96221190476192,0.2212142857142904,151.96221190476192,151.74099761904762,152.1834261904762,151.96221190476192,False,False
2021-03-18 13:30:00,152.448,152.468,152.396,152.396,839.0,,,,,,,,,,,151.96221190476192,0.2212142857142904,151.96221190476192,151.74099761904762,152.1834261904762,151.96221190476192,False,False
