,mopen,mhigh,mlow,mclose,mvolume,hopen,hhigh,hlow,hclose,hvolume,dopen,dhigh,dlow,dclose,dvolume,ema_20_1h_c,atr_14_1h,ematrTopBuy,ematrBottomBuy,ematrTopSell,ematrBottomSell,leaveBuyZone,leaveSellZone
2021-03-17 19:30:00,151.737,151.745,151.699,151.71,634.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 19:35:00,151.71,151.738,151.694,151.717,564.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 19:40:00,151.718,151.741,151.679,151.679,790.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 19:45:00,151.68,151.726,151.677,151.684,751.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 19:50:00,151.683,151.684,151.485,151.543,944.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 19:55:00,151.537,151.634,151.527,151.615,983.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 20:00:00,151.614,151.614,151.524,151.54,1072.0,151.614,151.724,151.504,151.668,12308.0,,,,,,,,,,,,False,False
2021-03-17 20:05:00,151.539,151.605,151.534,151.591,688.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 20:10:00,151.591,151.614,151.57,151.611,666.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 20:15:00,151.61,151.61,151.58,151.597,783.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 20:20:00,151.597,151.603,151.574,151.584,1312.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 20:25:00,151.582,151.588,151.539,151.547,979.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 20:30:00,151.547,151.577,151.537,151.55,893.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 20:35:00,151.552,151.553,151.504,151.535,1194.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 20:40:00,151.535,151.6,151.53,151.597,1155.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 20:45:00,151.597,151.639,151.594,151.625,940.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 20:50:00,151.626,151.69,151.619,151.689,1432.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 20:55:00,151.689,151.724,151.66,151.668,1194.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 21:00:00,151.667,151.671,151.584,151.629,1485.0,151.667,151.693,151.56,151.568,8705.0,,,,,,,,,,,,False,False
2021-03-17 21:05:00,151.631,151.66,151.623,151.633,719.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 21:10:00,151.634,151.67,151.602,151.631,813.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 21:15:00,151.633,151.693,151.629,151.682,699.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 21:20:00,151.682,151.684,151.632,151.632,675.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 21:25:00,151.633,151.645,151.604,151.628,561.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 21:30:00,151.627,151.68,151.621,151.647,890.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 21:35:00,151.646,151.663,151.587,151.617,620.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 21:40:00,151.616,151.629,151.601,151.614,620.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 21:45:00,151.615,151.621,151.581,151.581,512.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 21:50:00,151.582,151.624,151.58,151.622,445.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 21:55:00,151.623,151.649,151.56,151.568,666.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 22:00:00,151.568,151.588,151.543,151.578,762.0,151.568,151.591,151.338,151.381,8038.0,,,,,,,,,,,,False,False
2021-03-17 22:05:00,151.577,151.591,151.503,151.514,796.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 22:10:00,151.513,151.53,151.486,151.487,636.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 22:15:00,151.486,151.491,151.438,151.474,740.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 22:20:00,151.472,151.488,151.449,151.466,612.0,,,,,,,,,,,,,,,,,False,False
2021-03-17 22:25:00,151.465,151.534,151.464,151.53,449.0,,,,,,,,,,,,,,,,,False,False
