,mopen,mhigh,mlow,mclose,mvolume,hopen,hhigh,hlow,hclose,hvolume,dopen,dhigh,dlow,dclose,dvolume,ema_20_1h_c,atr_14_1h,ematrTopBuy,ematrBottomBuy,ematrTopSell,ematrBottomSell,leaveBuyZone,leaveSellZone
2021-03-18 13:50:00,1.19399,1.19399,1.19349,1.19392,1145.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 13:55:00,1.19393,1.19479,1.19389,1.19473,1287.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 14:00:00,1.19472,1.19476,1.19436,1.19439,1251.0,1.19472,1.19502,1.1937,1.19421,10579.0,,,,,,,,,,,,False,False
2021-03-18 14:05:00,1.19441,1.19476,1.19428,1.19475,1294.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 14:10:00,1.19474,1.19479,1.19428,1.1945,987.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 14:15:00,1.19451,1.19502,1.19451,1.19476,1003.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 14:20:00,1.19479,1.19491,1.19448,1.19452,673.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 14:25:00,1.1945,1.1945,1.1937,1.19391,961.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 14:30:00,1.19391,1.19416,1.19388,1.19403,687.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 14:35:00,1.19402,1.19445,1.19396,1.19441,615.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 14:40:00,1.19439,1.19446,1.19414,1.19429,704.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 14:45:00,1.19428,1.19437,1.19397,1.19409,841.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 14:50:00,1.19408,1.19433,1.19386,1.19391,655.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 14:55:00,1.19389,1.1943,1.19384,1.19421,908.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 15:00:00,1.19422,1.19437,1.19399,1.19435,688.0,1.19422,1.19439,1.1934,1.19398,7355.0,,,,,,,,,,,,False,False
2021-03-18 15:05:00,1.19435,1.19439,1.19381,1.19386,634.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 15:10:00,1.19389,1.19398,1.19359,1.19372,782.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 15:15:00,1.19371,1.19396,1.19357,1.19372,560.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 15:20:00,1.19372,1.19382,1.19353,1.19356,599.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 15:25:00,1.19355,1.19379,1.1934,1.19368,405.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 15:30:00,1.1937,1.19396,1.19368,1.19388,622.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 15:35:00,1.19387,1.1942,1.19378,1.1942,720.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 15:40:00,1.19417,1.1942,1.19399,1.19413,544.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 15:45:00,1.19413,1.19413,1.19385,1.19396,504.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 15:50:00,1.19396,1.19434,1.19396,1.19415,531.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 15:55:00,1.19414,1.19439,1.19393,1.19398,766.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 16:00:00,1.19398,1.19472,1.19393,1.19467,1138.0,1.19398,1.19497,1.19365,1.1941,10679.0,,,,,,,,,,,,False,False
