,mopen,mhigh,mlow,mclose,mvolume,hopen,hhigh,hlow,hclose,hvolume,dopen,dhigh,dlow,dclose,dvolume,ema_20_1h_c,atr_14_1h,ematrTopBuy,ematrBottomBuy,ematrTopSell,ematrBottomSell,leaveBuyZone,leaveSellZone
2021-03-18 16:05:00,1.19469,1.19472,1.19432,1.19437,810.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 16:10:00,1.19437,1.1946,1.19426,1.19444,868.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 16:15:00,1.19443,1.19473,1.19433,1.19472,876.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 16:20:00,1.19471,1.19497,1.19466,1.1947,602.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 16:25:00,1.19469,1.19472,1.19453,1.19463,695.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 16:30:00,1.19463,1.19491,1.19444,1.19467,835.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 16:35:00,1.19468,1.19472,1.19391,1.19399,1087.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 16:40:00,1.19398,1.19404,1.19374,1.19394,1023.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 16:45:00,1.19395,1.19427,1.19365,1.19412,1071.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 16:50:00,1.19412,1.19433,1.19403,1.19407,655.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 16:55:00,1.19407,1.19422,1.19394,1.1941,1019.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 17:00:00,1.19412,1.19475,1.19388,1.19474,1254.0,1.19412,1.19475,1.19217,1.19281,14654.0,,,,,,,,,,,,False,False
2021-03-18 17:05:00,1.19473,1.19474,1.1945,1.19451,890.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 17:10:00,1.19451,1.19451,1.19388,1.19398,1387.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 17:15:00,1.19398,1.19401,1.19351,1.19366,1523.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 17:20:00,1.1937,1.1937,1.19256,1.19295,1628.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 17:25:00,1.19297,1.19344,1.19291,1.19337,831.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 17:30:00,1.19339,1.1934,1.1927,1.19303,1835.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 17:35:00,1.19303,1.19307,1.1926,1.19269,1554.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 17:40:00,1.19273,1.19276,1.19217,1.19271,1241.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 17:45:00,1.19271,1.19283,1.19244,1.19268,877.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 17:50:00,1.19267,1.19312,1.19256,1.19309,691.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 17:55:00,1.19309,1.19309,1.19261,1.19281,943.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 18:00:00,1.1928,1.19292,1.19245,1.19275,849.0,1.1928,1.19292,1.19101,1.19165,13838.0,,,,,,,,,,,,False,False
2021-03-18 18:05:00,1.19273,1.19274,1.19153,1.19172,1056.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 18:10:00,1.19173,1.19181,1.19112,1.19115,1203.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 18:15:00,1.19113,1.19149,1.19101,1.19148,1223.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 18:20:00,1.19146,1.19187,1.1913,1.19135,799.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 18:25:00,1.19135,1.19145,1.19109,1.19138,522.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 18:30:00,1.19138,1.19194,1.19134,1.19183,1391.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 18:35:00,1.19182,1.19183,1.19147,1.19161,1227.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 18:40:00,1.19161,1.19203,1.19159,1.19193,1566.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 18:45:00,1.19193,1.19193,1.19141,1.19144,1123.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 18:50:00,1.19144,1.19182,1.19138,1.19162,1505.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 18:55:00,1.19163,1.1918,1.19137,1.19165,1374.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 19:00:00,1.19164,1.1922,1.191,1.19215,1359.0,1.19164,1.19251,1.19084,1.19198,14589.0,,,,,,,,,,,,False,False
2021-03-18 19:05:00,1.19216,1.19243,1.19199,1.19234,1321.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 19:10:00,1.19237,1.19251,1.19206,1.19218,1284.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 19:15:00,1.19217,1.19217,1.19159,1.19183,1376.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 19:20:00,1.19185,1.19186,1.19138,1.19139,832.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 19:25:00,1.19138,1.19199,1.19133,1.19142,1226.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 19:30:00,1.19142,1.19143,1.19084,1.19118,1214.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 19:35:00,1.19115,1.19199,1.19094,1.19173,1427.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 19:40:00,1.19174,1.19196,1.19146,1.19153,1215.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 19:45:00,1.19151,1.19163,1.19129,1.19151,869.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 19:50:00,1.19152,1.19165,1.19109,1.19165,942.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 19:55:00,1.19164,1.19215,1.19152,1.19198,1524.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 20:00:00,1.19197,1.19203,1.19164,1.1919,1012.0,1.19197,1.19282,1.19154,1.1926,11493.0,,,,,,,,,,,,False,False
2021-03-18 20:05:00,1.19189,1.19203,1.19181,1.19189,659.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 20:10:00,1.19188,1.19199,1.19169,1.19172,744.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 20:15:00,1.19172,1.19222,1.19158,1.1921,605.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 20:20:00,1.19209,1.1921,1.19178,1.19178,888.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 20:25:00,1.19178,1.19239,1.19166,1.1923,909.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 20:30:00,1.1923,1.19258,1.1921,1.19246,1103.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 20:35:00,1.19245,1.19245,1.19203,1.19205,1088.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 20:40:00,1.19207,1.19226,1.19202,1.19204,781.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 20:45:00,1.19203,1.19224,1.19154,1.19188,781.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 20:50:00,1.19188,1.1926,1.19181,1.19251,1160.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 20:55:00,1.1925,1.19282,1.19195,1.1926,1763.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 21:00:00,1.1926,1.19309,1.19226,1.19304,1599.0,1.1926,1.19387,1.19169,1.19204,9795.0,,,,,,,,,,,,False,False
2021-03-18 21:05:00,1.19306,1.19324,1.19279,1.19304,1183.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 21:10:00,1.19307,1.19378,1.19299,1.19353,966.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 21:15:00,1.19355,1.19378,1.19337,1.19371,886.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 21:20:00,1.19369,1.19387,1.19354,1.19361,967.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 21:25:00,1.19363,1.19377,1.19329,1.19335,776.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 21:30:00,1.19336,1.1934,1.19301,1.19308,611.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 21:35:00,1.19308,1.19308,1.1927,1.19272,543.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 21:40:00,1.1927,1.19282,1.19252,1.19254,586.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 21:45:00,1.19252,1.19266,1.19249,1.19251,418.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 21:50:00,1.19249,1.1926,1.1923,1.19242,494.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 21:55:00,1.1924,1.19244,1.19169,1.19204,766.0,,,,,,,,,,,,,,,,,False,False
2021-03-18 22:00:00,1.19204,1.19211,1.19178,1.19192,600.0,1.19204,1.19316,1.19153,1.19291,6048.0,,,,,,,0.0017792857142857,,,,,False,False
2021-03-18 22:05:00,1.19192,1.19198,1.19167,1.19167,566.0,,,,,,,,,,,,0.0017792857142857,,,,,False,False
2021-03-18 22:10:00,1.19166,1.19204,1.19153,1.192,611.0,,,,,,,,,,,,0.0017792857142857,,,,,False,False
2021-03-18 22:15:00,1.19201,1.19247,1.19196,1.19241,468.0,,,,,,,,,,,,0.0017792857142857,,,,,False,False
2021-03-18 22:20:00,1.1924,1.19278,1.19236,1.19276,601.0,,,,,,,,,,,,0.0017792857142857,,,,,False,False
2021-03-18 22:25:00,1.19279,1.19307,1.19254,1.1927,709.0,,,,,,,,,,,,0.0017792857142857,,,,,False,False
2021-03-18 22:30:00,1.1927,1.19313,1.19258,1.19312,365.0,,,,,,,,,,,,0.0017792857142857,,,,,False,False
2021-03-18 22:35:00,1.19313,1.19316,1.19285,1.19298,524.0,,,,,,,,,,,,0.0017792857142857,,,,,False,False
2021-03-18 22:40:00,1.19299,1.19311,1.19282,1.19309,347.0,,,,,,,,,,,,0.0017792857142857,,,,,False,False
2021-03-18 22:45:00,1.1931,1.19316,1.19274,1.19304,538.0,,,,,,,,,,,,0.0017792857142857,,,,,False,False
2021-03-18 22:50:00,1.19306,1.19315,1.19285,1.19287,363.0,,,,,,,,,,,,0.0017792857142857,,,,,False,False
2021-03-18 22:55:00,1.19292,1.19311,1.19274,1.19291,356.0,,,,,,,,,,,,0.0017792857142857,,,,,False,False
2021-03-18 23:00:00,1.19292,1.193,1.19273,1.19274,409.0,1.19292,1.193,1.19086,1.19134,7044.0,,,,,,,0.00187,,,,,False,False
2021-03-18 23:05:00,1.19272,1.19281,1.19252,1.19252,442.0,,,,,,,,,,,,0.00187,,,,,False,False
2021-03-18 23:10:00,1.19251,1.19257,1.19238,1.19253,287.0,,,,,,,,,,,,0.00187,,,,,False,False
2021-03-18 23:15:00,1.19254,1.19265,1.19222,1.19225,473.0,,,,,,,,,,,,0.00187,,,,,False,False
2021-03-18 23:20:00,1.19225,1.19246,1.19205,1.19219,902.0,,,,,,,,,,,,0.00187,,,,,False,False
2021-03-18 23:25:00,1.19218,1.19243,1.19199,1.19201,630.0,,,,,,,,,,,,0.00187,,,,,False,False
2021-03-18 23:30:00,1.19202,1.19216,1.1917,1.19175,558.0,,,,,,,,,,,,0.00187,,,,,False,False
2021-03-18 23:35:00,1.19175,1.19178,1.19154,1.19172,553.0,,,,,,,,,,,,0.00187,,,,,False,False
2021-03-18 23:40:00,1.19172,1.19172,1.19086,1.19125,629.0,,,,,,,,,,,,0.00187,,,,,False,False
2021-03-18 23:45:00,1.19125,1.19195,1.19122,1.19194,632.0,,,,,,,,,,,,0.00187,,,,,False,False
2021-03-18 23:50:00,1.19196,1.19205,1.19161,1.19173,664.0,,,,,,,,,,,,0.00187,,,,,False,False
2021-03-18 23:55:00,1.19172,1.19195,1.19131,1.19134,865.0,,,,,,,,,,,,0.00187,,,,,False,False
2021-03-19 00:00:00,1.19133,1.1916,1.19118,1.19138,772.0,1.19133,1.19169,1.19061,1.19101,7214.0,1.19133,1.19371,1.18738,1.19081,140952.0,,0.0018771428571428,,,,,False,False
2021-03-19 00:05:00,1.19136,1.19136,1.19102,1.19124,866.0,,,,,,,,,,,,0.0018771428571428,,,,,False,False
2021-03-19 00:10:00,1.19125,1.1916,1.1912,1.19138,630.0,,,,,,,,,,,,0.0018771428571428,,,,,False,False
2021-03-19 00:15:00,1.19136,1.19156,1.19122,1.19151,516.0,,,,,,,,,,,,0.0018771428571428,,,,,False,False
2021-03-19 00:20:00,1.19151,1.19163,1.19139,1.19148,661.0,,,,,,,,,,,,0.0018771428571428,,,,,False,False
2021-03-19 00:25:00,1.19149,1.19169,1.1914,1.19165,535.0,,,,,,,,,,,,0.0018771428571428,,,,,False,False
2021-03-19 00:30:00,1.19163,1.19163,1.19117,1.1912,418.0,,,,,,,,,,,,0.0018771428571428,,,,,False,False
2021-03-19 00:35:00,1.19124,1.19133,1.1911,1.1912,391.0,,,,,,,,,,,,0.0018771428571428,,,,,False,False
2021-03-19 00:40:00,1.19121,1.19131,1.19101,1.19106,585.0,,,,,,,,,,,,0.0018771428571428,,,,,False,False
2021-03-19 00:45:00,1.19106,1.1911,1.19066,1.19081,609.0,,,,,,,,,,,,0.0018771428571428,,,,,False,False
2021-03-19 00:50:00,1.19079,1.1909,1.19061,1.19082,480.0,,,,,,,,,,,,0.0018771428571428,,,,,False,False
2021-03-19 00:55:00,1.19081,1.19118,1.19075,1.19101,751.0,,,,,,,,,,,,0.0018771428571428,,,,,False,False
2021-03-19 01:00:00,1.19102,1.19151,1.19101,1.1915,455.0,1.19102,1.19184,1.19101,1.19132,2603.0,,,,,,,0.0018285714285714,,,,,False,False
2021-03-19 01:05:00,1.1915,1.19176,1.19145,1.1915,252.0,,,,,,,,,,,,0.0018285714285714,,,,,False,False
2021-03-19 01:10:00,1.19151,1.19161,1.19135,1.19137,234.0,,,,,,,,,,,,0.0018285714285714,,,,,False,False
2021-03-19 01:15:00,1.19137,1.19139,1.19128,1.1913,163.0,,,,,,,,,,,,0.0018285714285714,,,,,False,False
2021-03-19 01:20:00,1.19129,1.19144,1.19118,1.19134,193.0,,,,,,,,,,,,0.0018285714285714,,,,,False,False
2021-03-19 01:25:00,1.19133,1.19146,1.19124,1.19145,93.0,,,,,,,,,,,,0.0018285714285714,,,,,False,False
2021-03-19 01:30:00,1.19146,1.19152,1.19139,1.19142,101.0,,,,,,,,,,,,0.0018285714285714,,,,,False,False
2021-03-19 01:35:00,1.19139,1.1918,1.19139,1.1917,137.0,,,,,,,,,,,,0.0018285714285714,,,,,False,False
2021-03-19 01:40:00,1.19169,1.19184,1.19161,1.19179,133.0,,,,,,,,,,,,0.0018285714285714,,,,,False,False
2021-03-19 01:45:00,1.19177,1.19183,1.19167,1.1917,329.0,,,,,,,,,,,,0.0018285714285714,,,,,False,False
2021-03-19 01:50:00,1.19171,1.19179,1.19158,1.19174,238.0,,,,,,,,,,,,0.0018285714285714,,,,,False,False
2021-03-19 01:55:00,1.19175,1.19184,1.19131,1.19132,275.0,,,,,,,,,,,,0.0018285714285714,,,,,False,False
2021-03-19 02:00:00,1.19134,1.19151,1.1911,1.19133,98.0,1.19134,1.19184,1.19103,1.19135,695.0,,,,,,,0.0015571428571428,,,,,False,False
2021-03-19 02:05:00,1.19134,1.19134,1.19119,1.19131,16.0,,,,,,,,,,,,0.0015571428571428,,,,,False,False
2021-03-19 02:10:00,1.19145,1.19164,1.19145,1.19162,18.0,,,,,,,,,,,,0.0015571428571428,,,,,False,False
2021-03-19 02:15:00,1.19146,1.19163,1.19144,1.19157,40.0,,,,,,,,,,,,0.0015571428571428,,,,,False,False
2021-03-19 02:20:00,1.19159,1.19184,1.19155,1.19184,77.0,,,,,,,,,,,,0.0015571428571428,,,,,False,False
2021-03-19 02:25:00,1.19175,1.19184,1.19167,1.19168,24.0,,,,,,,,,,,,0.0015571428571428,,,,,False,False
2021-03-19 02:30:00,1.19169,1.19178,1.19164,1.1917,22.0,,,,,,,,,,,,0.0015571428571428,,,,,False,False
2021-03-19 02:35:00,1.19169,1.1917,1.19103,1.19161,177.0,,,,,,,,,,,,0.0015571428571428,,,,,False,False
2021-03-19 02:40:00,1.19159,1.19176,1.19151,1.19167,31.0,,,,,,,,,,,,0.0015571428571428,,,,,False,False
2021-03-19 02:45:00,1.19154,1.19175,1.19141,1.19142,44.0,,,,,,,,,,,,0.0015571428571428,,,,,False,False
2021-03-19 02:50:00,1.19141,1.19163,1.19141,1.19147,102.0,,,,,,,,,,,,0.0015571428571428,,,,,False,False
2021-03-19 02:55:00,1.19155,1.19164,1.19135,1.19135,46.0,,,,,,,,,,,,0.0015571428571428,,,,,False,False
2021-03-19 03:00:00,1.19135,1.19167,1.19135,1.19159,156.0,1.19135,1.19205,1.19135,1.1917,1211.0,,,,,,,0.00146,,,,,False,False
2021-03-19 03:05:00,1.19159,1.19172,1.19159,1.19172,42.0,,,,,,,,,,,,0.00146,,,,,False,False
2021-03-19 03:10:00,1.19173,1.19186,1.19173,1.19183,103.0,,,,,,,,,,,,0.00146,,,,,False,False
2021-03-19 03:15:00,1.19183,1.19193,1.19182,1.19191,70.0,,,,,,,,,,,,0.00146,,,,,False,False
2021-03-19 03:20:00,1.19191,1.19198,1.19177,1.19177,121.0,,,,,,,,,,,,0.00146,,,,,False,False
2021-03-19 03:25:00,1.19176,1.19195,1.19171,1.19195,119.0,,,,,,,,,,,,0.00146,,,,,False,False
2021-03-19 03:30:00,1.19197,1.19205,1.19192,1.19203,59.0,,,,,,,,,,,,0.00146,,,,,False,False
2021-03-19 03:35:00,1.19203,1.19203,1.19184,1.19193,81.0,,,,,,,,,,,,0.00146,,,,,False,False
2021-03-19 03:40:00,1.19191,1.19191,1.19168,1.19174,176.0,,,,,,,,,,,,0.00146,,,,,False,False
2021-03-19 03:45:00,1.19176,1.19185,1.19175,1.19177,142.0,,,,,,,,,,,,0.00146,,,,,False,False
2021-03-19 03:50:00,1.1918,1.19198,1.1918,1.1918,58.0,,,,,,,,,,,,0.00146,,,,,False,False
2021-03-19 03:55:00,1.19178,1.19182,1.19162,1.1917,84.0,,,,,,,,,,,,0.00146,,,,,False,False
2021-03-19 04:00:00,1.19173,1.19173,1.19153,1.19173,159.0,1.19173,1.19191,1.1914,1.19174,1320.0,,,,,,1.1932355,0.0014021428571428,1.1932355,1.191833357142857,1.1946376428571428,1.1932355,False,False
2021-03-19 04:05:00,1.19172,1.19172,1.1914,1.19159,132.0,,,,,,,,,,,1.1932355,0.0014021428571428,1.1932355,1.191833357142857,1.1946376428571428,1.1932355,False,False
2021-03-19 04:10:00,1.1916,1.19179,1.1916,1.1916,126.0,,,,,,,,,,,1.1932355,0.0014021428571428,1.1932355,1.191833357142857,1.1946376428571428,1.1932355,False,False
2021-03-19 04:15:00,1.19159,1.1917,1.19157,1.1917,96.0,,,,,,,,,,,1.1932355,0.0014021428571428,1.1932355,1.191833357142857,1.1946376428571428,1.1932355,False,False
2021-03-19 04:20:00,1.1917,1.19178,1.19165,1.19177,59.0,,,,,,,,,,,1.1932355,0.0014021428571428,1.1932355,1.191833357142857,1.1946376428571428,1.1932355,False,False
2021-03-19 04:25:00,1.19177,1.19191,1.19172,1.19183,76.0,,,,,,,,,,,1.1932355,0.0014021428571428,1.1932355,1.191833357142857,1.1946376428571428,1.1932355,False,False
2021-03-19 04:30:00,1.19182,1.19184,1.19167,1.1917,81.0,,,,,,,,,,,1.1932355,0.0014021428571428,1.1932355,1.191833357142857,1.1946376428571428,1.1932355,False,False
2021-03-19 04:35:00,1.19172,1.1918,1.1917,1.19175,102.0,,,,,,,,,,,1.1932355,0.0014021428571428,1.1932355,1.191833357142857,1.1946376428571428,1.1932355,False,False
2021-03-19 04:40:00,1.19173,1.19176,1.19158,1.19159,134.0,,,,,,,,,,,1.1932355,0.0014021428571428,1.1932355,1.191833357142857,1.1946376428571428,1.1932355,False,False
2021-03-19 04:45:00,1.19159,1.19179,1.19159,1.19167,111.0,,,,,,,,,,,1.1932355,0.0014021428571428,1.1932355,1.191833357142857,1.1946376428571428,1.1932355,False,False
2021-03-19 04:50:00,1.19168,1.1918,1.19168,1.19178,69.0,,,,,,,,,,,1.1932355,0.0014021428571428,1.1932355,1.191833357142857,1.1946376428571428,1.1932355,False,False
2021-03-19 04:55:00,1.19177,1.1919,1.19173,1.19174,175.0,,,,,,,,,,,1.1932355,0.0014021428571428,1.1932355,1.191833357142857,1.1946376428571428,1.1932355,False,False
2021-03-19 05:00:00,1.19175,1.19181,1.19145,1.1917,293.0,1.19175,1.19185,1.19041,1.19072,3840.0,,,,,,1.1929959285714284,0.0014342857142857,1.1929959285714284,1.1915616428571427,1.1944302142857142,1.1929959285714284,False,False
2021-03-19 05:05:00,1.1917,1.19185,1.19158,1.19182,171.0,,,,,,,,,,,1.1929959285714284,0.0014342857142857,1.1929959285714284,1.1915616428571427,1.1944302142857142,1.1929959285714284,False,False
2021-03-19 05:10:00,1.19183,1.19185,1.1915,1.19159,228.0,,,,,,,,,,,1.1929959285714284,0.0014342857142857,1.1929959285714284,1.1915616428571427,1.1944302142857142,1.1929959285714284,False,False
2021-03-19 05:15:00,1.1916,1.19174,1.19159,1.1916,341.0,,,,,,,,,,,1.1929959285714284,0.0014342857142857,1.1929959285714284,1.1915616428571427,1.1944302142857142,1.1929959285714284,False,False
2021-03-19 05:20:00,1.19159,1.19161,1.19152,1.19157,118.0,,,,,,,,,,,1.1929959285714284,0.0014342857142857,1.1929959285714284,1.1915616428571427,1.1944302142857142,1.1929959285714284,False,False
2021-03-19 05:25:00,1.19156,1.1917,1.19151,1.19162,151.0,,,,,,,,,,,1.1929959285714284,0.0014342857142857,1.1929959285714284,1.1915616428571427,1.1944302142857142,1.1929959285714284,False,False
2021-03-19 05:30:00,1.19161,1.19162,1.1909,1.19112,515.0,,,,,,,,,,,1.1929959285714284,0.0014342857142857,1.1929959285714284,1.1915616428571427,1.1944302142857142,1.1929959285714284,False,False
2021-03-19 05:35:00,1.19112,1.1912,1.19094,1.19094,331.0,,,,,,,,,,,1.1929959285714284,0.0014342857142857,1.1929959285714284,1.1915616428571427,1.1944302142857142,1.1929959285714284,False,False
2021-03-19 05:40:00,1.19094,1.19094,1.19061,1.19066,517.0,,,,,,,,,,,1.1929959285714284,0.0014342857142857,1.1929959285714284,1.1915616428571427,1.1944302142857142,1.1929959285714284,False,False
2021-03-19 05:45:00,1.19063,1.19081,1.19059,1.19081,408.0,,,,,,,,,,,1.1929959285714284,0.0014342857142857,1.1929959285714284,1.1915616428571427,1.1944302142857142,1.1929959285714284,False,False
2021-03-19 05:50:00,1.19081,1.19082,1.19041,1.19073,405.0,,,,,,,,,,,1.1929959285714284,0.0014342857142857,1.1929959285714284,1.1915616428571427,1.1944302142857142,1.1929959285714284,False,False
2021-03-19 05:55:00,1.19077,1.19088,1.19061,1.19072,362.0,,,,,,,,,,,1.1929959285714284,0.0014342857142857,1.1929959285714284,1.1915616428571427,1.1944302142857142,1.1929959285714284,False,False
2021-03-19 06:00:00,1.19072,1.19087,1.19067,1.19083,269.0,1.19072,1.19129,1.19028,1.19097,4275.0,,,,,,1.1928029829931972,0.0014121428571428,1.1928029829931972,1.1913908401360545,1.19421512585034,1.1928029829931972,False,False
2021-03-19 06:05:00,1.19083,1.19084,1.19064,1.19067,263.0,,,,,,,,,,,1.1928029829931972,0.0014121428571428,1.1928029829931972,1.1913908401360545,1.19421512585034,1.1928029829931972,False,False
2021-03-19 06:10:00,1.19066,1.19075,1.1905,1.19053,295.0,,,,,,,,,,,1.1928029829931972,0.0014121428571428,1.1928029829931972,1.1913908401360545,1.19421512585034,1.1928029829931972,False,False
2021-03-19 06:15:00,1.19053,1.19074,1.19052,1.19073,283.0,,,,,,,,,,,1.1928029829931972,0.0014121428571428,1.1928029829931972,1.1913908401360545,1.19421512585034,1.1928029829931972,False,False
2021-03-19 06:20:00,1.19073,1.19074,1.19028,1.19035,465.0,,,,,,,,,,,1.1928029829931972,0.0014121428571428,1.1928029829931972,1.1913908401360545,1.19421512585034,1.1928029829931972,False,False
2021-03-19 06:25:00,1.19034,1.19056,1.19031,1.19055,464.0,,,,,,,,,,,1.1928029829931972,0.0014121428571428,1.1928029829931972,1.1913908401360545,1.19421512585034,1.1928029829931972,False,False
2021-03-19 06:30:00,1.19056,1.19108,1.19056,1.19103,391.0,,,,,,,,,,,1.1928029829931972,0.0014121428571428,1.1928029829931972,1.1913908401360545,1.19421512585034,1.1928029829931972,False,False
2021-03-19 06:35:00,1.19102,1.19118,1.19088,1.19117,372.0,,,,,,,,,,,1.1928029829931972,0.0014121428571428,1.1928029829931972,1.1913908401360545,1.19421512585034,1.1928029829931972,False,False
2021-03-19 06:40:00,1.19115,1.19129,1.19109,1.19116,311.0,,,,,,,,,,,1.1928029829931972,0.0014121428571428,1.1928029829931972,1.1913908401360545,1.19421512585034,1.1928029829931972,False,False
2021-03-19 06:45:00,1.19118,1.19122,1.19075,1.19081,516.0,,,,,,,,,,,1.1928029829931972,0.0014121428571428,1.1928029829931972,1.1913908401360545,1.19421512585034,1.1928029829931972,False,False
2021-03-19 06:50:00,1.1908,1.19088,1.19052,1.19088,341.0,,,,,,,,,,,1.1928029829931972,0.0014121428571428,1.1928029829931972,1.1913908401360545,1.19421512585034,1.1928029829931972,False,False
2021-03-19 06:55:00,1.19089,1.1911,1.19082,1.19097,305.0,,,,,,,,,,,1.1928029829931972,0.0014121428571428,1.1928029829931972,1.1913908401360545,1.19421512585034,1.1928029829931972,False,False
2021-03-19 07:00:00,1.19097,1.19108,1.19087,1.19097,422.0,1.19097,1.19108,1.1902,1.19087,2997.0,,,,,,1.1926188893747975,0.0012907142857143,1.1926188893747975,1.1913281750890832,1.193909603660512,1.1926188893747975,False,False
2021-03-19 07:05:00,1.19095,1.19101,1.19081,1.19088,353.0,,,,,,,,,,,1.1926188893747975,0.0012907142857143,1.1926188893747975,1.1913281750890832,1.193909603660512,1.1926188893747975,False,False
2021-03-19 07:10:00,1.19088,1.19088,1.19068,1.19082,314.0,,,,,,,,,,,1.1926188893747975,0.0012907142857143,1.1926188893747975,1.1913281750890832,1.193909603660512,1.1926188893747975,False,False
2021-03-19 07:15:00,1.19082,1.19083,1.19039,1.19039,337.0,,,,,,,,,,,1.1926188893747975,0.0012907142857143,1.1926188893747975,1.1913281750890832,1.193909603660512,1.1926188893747975,False,False
2021-03-19 07:20:00,1.19039,1.19042,1.1902,1.19041,357.0,,,,,,,,,,,1.1926188893747975,0.0012907142857143,1.1926188893747975,1.1913281750890832,1.193909603660512,1.1926188893747975,False,False
2021-03-19 07:25:00,1.19038,1.19073,1.19038,1.1907,220.0,,,,,,,,,,,1.1926188893747975,0.0012907142857143,1.1926188893747975,1.1913281750890832,1.193909603660512,1.1926188893747975,False,False
2021-03-19 07:30:00,1.19071,1.1908,1.19059,1.19074,156.0,,,,,,,,,,,1.1926188893747975,0.0012907142857143,1.1926188893747975,1.1913281750890832,1.193909603660512,1.1926188893747975,False,False
2021-03-19 07:35:00,1.19074,1.19096,1.1907,1.19095,83.0,,,,,,,,,,,1.1926188893747975,0.0012907142857143,1.1926188893747975,1.1913281750890832,1.193909603660512,1.1926188893747975,False,False
2021-03-19 07:40:00,1.19095,1.19098,1.19081,1.19083,122.0,,,,,,,,,,,1.1926188893747975,0.0012907142857143,1.1926188893747975,1.1913281750890832,1.193909603660512,1.1926188893747975,False,False
2021-03-19 07:45:00,1.19083,1.19102,1.19079,1.191,241.0,,,,,,,,,,,1.1926188893747975,0.0012907142857143,1.1926188893747975,1.1913281750890832,1.193909603660512,1.1926188893747975,False,False
2021-03-19 07:50:00,1.19099,1.19103,1.19089,1.19093,179.0,,,,,,,,,,,1.1926188893747975,0.0012907142857143,1.1926188893747975,1.1913281750890832,1.193909603660512,1.1926188893747975,False,False
