date,open,high,low,close,volume
2008-01-07,214.085,216.18,214.025,215.075,622683
2008-01-08,215.085,217.325,214.45,216.225,455044
2008-01-09,216.225,216.475,213.84,214.02,1118152
2008-01-10,214.02,216.035,213.535,213.985,1108998
2008-01-11,213.985,215.15,211.985,213.085,823124
2008-01-12,213.085,213.35,212.735,212.895,82869
2008-01-14,212.606,213.45,210.745,211.89,607466
2008-01-15,211.89,212.155,209.985,210.65,450703
2008-01-16,210.65,210.94,207.005,209.82,619458
2008-01-17,209.82,212.39,209.42,211.165,584588
2008-01-18,211.165,211.545,208.385,208.675,690863
2008-01-19,208.655,208.891,208.215,208.863,58025
2008-01-21,208.847,209.345,205.63,206.135,423873
2008-01-22,206.135,210.0,204.74,209.23,468203
2008-01-23,209.225,210.48,204.635,205.935,753459
2008-01-24,205.94,210.975,205.765,210.825,490535
2008-01-25,210.835,214.025,210.725,211.445,469674
2008-01-26,211.445,212.185,211.405,211.537,60692
2008-01-28,211.77,212.735,209.37,212.03,347379
2008-01-29,212.03,213.435,210.89,212.695,354617
2008-01-30,212.705,213.675,211.845,213.055,256614
2008-01-31,213.055,213.7,209.945,211.715,441238
2008-02-01,211.715,212.365,208.83,209.17,249893
2008-02-02,209.17,209.693,209.128,209.177,36815
2008-02-04,209.323,211.745,209.195,210.82,231485
2008-02-05,210.82,212.105,209.48,209.685,206122
2008-02-06,209.685,210.4,207.75,208.93,402332
2008-02-07,208.92,209.205,205.885,209.09,323189
2008-02-08,209.09,209.91,208.055,208.79,196814
2008-02-09,208.79,209.07,208.69,208.74,105512
2008-02-11,208.795,209.496,206.785,208.31,362540
2008-02-12,208.31,210.97,207.825,210.74,160509
2008-02-13,210.74,212.77,209.355,212.56,212707
2008-02-14,212.56,213.88,211.9,212.57,197962
2008-02-15,212.57,213.315,210.315,211.0,210480
2008-02-16,211.0,211.475,210.93,211.377,14367
2008-02-18,211.038,211.785,210.57,210.855,137464
2008-02-19,210.855,211.48,208.77,210.025,413095
2008-02-20,210.025,210.92,209.05,209.99,177305
2008-02-21,209.99,211.97,209.685,210.52,307933
2008-02-22,210.52,211.505,209.995,210.275,162650
2008-02-23,210.275,211.13,210.24,210.674,14065
2008-02-25,211.286,212.78,210.465,212.425,133013
2008-02-26,212.425,213.22,211.82,212.94,247557
2008-02-27,212.94,213.48,210.875,211.51,509878
2008-02-28,211.51,211.55,209.52,209.835,525495
2008-02-29,209.835,210.17,205.955,206.6,243610
2008-03-01,206.6,206.81,206.184,206.275,45765
2008-03-03,205.996,206.017,203.48,205.21,267627
2008-03-04,205.21,205.69,203.685,204.21,300089
2008-03-05,204.22,207.75,204.09,206.865,287117
2008-03-06,206.865,207.615,205.86,206.66,475790
2008-03-07,206.66,207.97,204.875,206.43,307814
2008-03-08,206.43,207.4,206.255,206.637,56402
2008-03-10,206.488,206.84,204.295,204.59,286603
2008-03-11,204.59,207.53,203.6,207.1,341660
2008-03-12,207.1,207.99,206.21,206.48,370571
2008-03-13,206.48,206.495,202.985,204.955,487388
2008-03-14,204.955,205.13,199.885,200.57,347478
2008-03-15,200.545,201.2,199.91,200.11,36855
2008-03-17,199.894,199.896,192.46,194.99,314050
2008-03-18,195.0,200.045,193.37,199.82,476594
2008-03-19,199.83,201.8,195.81,197.37,288062
2008-03-20,197.37,198.33,195.095,196.665,294719
2008-03-21,196.665,197.97,196.55,196.97,413388
2008-03-22,196.97,197.41,196.895,197.2,45373
2008-03-24,196.936,200.415,196.612,199.98,433366
2008-03-25,199.98,200.93,198.98,200.48,329679
2008-03-26,200.48,201.03,197.57,199.5,508320
2008-03-27,199.5,201.75,197.75,200.035,429427
2008-03-28,200.025,200.46,197.92,197.935,399700
2008-03-29,197.94,198.06,197.54,197.78,26673
2008-03-31,197.766,200.11,196.82,197.74,363259
2008-04-01,197.74,201.7,197.0,201.535,355196
2008-04-02,201.535,204.03,200.825,203.55,295801
2008-04-03,203.55,204.58,202.645,204.16,415932
2008-04-04,204.16,205.11,202.415,202.64,386671
2008-04-05,202.63,202.75,202.12,202.181,31085
2008-04-07,202.458,204.45,202.31,203.39,283965
2008-04-08,203.39,204.1,201.16,201.85,459740
2008-04-09,201.86,202.58,200.57,200.84,434750
2008-04-10,200.84,201.27,198.07,200.91,370767
2008-04-11,200.91,201.89,198.44,198.87,519092
2008-04-12,198.87,199.1,198.575,198.755,54644
2008-04-14,199.26,200.78,198.08,199.43,447036
2008-04-15,199.43,200.3,198.5,199.03,419307
2008-04-16,199.03,200.77,198.995,200.445,722760
2008-04-17,200.46,204.38,200.23,204.1,393093
2008-04-18,204.1,209.01,203.56,207.04,290602
2008-04-19,207.04,207.24,206.705,207.06,16456
2008-04-21,207.148,208.11,203.93,204.105,247196
2008-04-22,204.1,206.1,203.355,205.32,216104
2008-04-23,205.32,206.065,204.115,204.985,335715
2008-04-24,204.985,206.14,204.165,206.135,494892
2008-04-25,206.135,207.63,205.41,207.05,514397
2008-04-26,207.07,207.4,206.88,207.27,62238
2008-04-28,207.226,208.62,206.76,207.38,120971
2008-04-29,207.38,207.645,203.46,204.615,145710
2008-04-30,204.61,207.885,203.67,206.665,159025
2008-05-01,206.68,207.15,204.815,205.96,135894
2008-05-02,205.96,209.03,205.88,207.735,213009
2008-05-03,207.735,208.01,207.555,207.72,11195
2008-05-05,207.48,208.32,206.475,206.595,97440
2008-05-06,206.595,207.185,205.515,206.585,208147
2008-05-07,206.595,206.915,204.54,204.795,136105
2008-05-08,204.785,204.875,202.375,203.135,200132
2008-05-09,203.125,203.28,199.71,200.97,164732
2008-05-10,200.97,201.22,200.755,200.91,8900
2008-05-12,200.978,203.75,200.155,203.25,107492
2008-05-13,203.25,204.115,201.52,203.855,124249
2008-05-14,203.855,205.0,203.38,204.72,113508
2008-05-15,204.72,204.83,203.11,203.7,155733
2008-05-16,203.7,204.42,202.605,203.645,135536
2008-05-17,203.645,203.9,203.26,203.64,5195
2008-05-19,203.613,204.09,202.975,203.275,120073
2008-05-20,203.275,204.755,202.71,203.93,122598
2008-05-21,203.93,204.225,202.61,203.0,152263
2008-05-22,203.0,206.55,202.705,206.41,191503
2008-05-23,206.41,206.43,204.135,204.48,145985
2008-05-24,204.49,204.65,204.43,204.62,3066
2008-05-26,204.498,205.15,204.265,204.88,62070
2008-05-27,204.88,206.09,204.65,206.06,139692
2008-05-28,206.06,207.71,205.18,207.24,197814
2008-05-29,207.28,208.95,206.79,208.44,85397
2008-05-30,208.44,208.93,207.69,208.83,105760
2008-05-31,208.83,209.35,208.71,209.09,5864
2008-06-02,207.342,208.33,204.66,205.16,150155
2008-06-03,205.15,207.125,203.98,206.105,133266
2008-06-04,206.12,206.72,204.5,205.335,155989
2008-06-05,205.33,207.48,205.32,206.98,154891
2008-06-06,206.98,208.08,206.72,207.1,119830
2008-06-07,207.09,207.34,206.62,206.67,8077
2008-06-09,206.062,210.0,205.66,209.49,234885
2008-06-10,209.495,210.75,208.59,209.75,155921
2008-06-11,209.75,210.64,209.4,209.9,248084
2008-06-12,209.9,210.27,209.52,210.19,225911
2008-06-13,210.19,210.805,209.65,210.62,199791
2008-06-14,210.62,210.86,210.51,210.675,8583
2008-06-16,210.591,212.82,210.28,212.315,227755
2008-06-17,212.315,212.67,210.635,211.3,264596
2008-06-18,211.3,211.5,210.42,211.37,191305
2008-06-19,211.35,213.295,210.8,213.05,221134
2008-06-20,213.05,213.11,211.76,211.78,241121
2008-06-21,211.81,212.12,211.72,212.02,9268
2008-06-23,211.89,212.21,211.08,211.815,248715
2008-06-24,211.83,212.855,211.63,212.505,200685
2008-06-25,212.505,213.32,212.15,212.795,216489
2008-06-26,212.795,213.91,211.98,212.0,229922
2008-06-27,212.0,212.98,210.59,211.72,270021
2008-06-28,211.72,211.81,211.495,211.72,6612
2008-06-30,211.698,212.32,209.42,211.35,243386
2008-07-01,211.35,211.92,210.045,211.445,219504
2008-07-02,211.45,212.07,210.8,211.23,207638
2008-07-03,211.225,211.92,210.49,211.725,211272
2008-07-04,211.725,212.07,211.22,211.61,108403
2008-07-05,211.61,211.755,211.475,211.51,3695
2008-07-07,211.544,212.43,210.97,211.45,132000
2008-07-08,211.45,212.12,210.235,211.54,160434
2008-07-09,211.53,212.325,211.015,211.66,148060
2008-07-10,211.66,212.15,211.13,211.55,171751
2008-07-11,211.54,212.11,210.23,211.57,180792
2008-07-12,211.57,211.815,211.075,211.32,16365
2008-07-14,210.987,212.26,210.855,211.635,196746
2008-07-15,211.635,212.0,208.915,210.28,237545
2008-07-16,210.28,210.4,207.985,209.755,241553
2008-07-17,209.77,213.61,209.485,213.21,212122
2008-07-18,213.215,213.565,211.56,213.565,184972
2008-07-19,213.565,213.84,213.435,213.61,6822
2008-07-21,213.52,213.825,212.14,213.28,153090
2008-07-22,213.28,213.82,212.835,213.505,173433
2008-07-23,213.505,215.87,213.345,215.52,211786
2008-07-24,215.52,215.815,212.77,212.99,177793
2008-07-25,212.98,214.82,211.6,214.635,202707
2008-07-26,214.63,214.91,214.63,214.76,5761
2008-07-28,214.63,214.89,213.69,214.4,159963
2008-07-29,214.4,214.8,213.715,213.87,154158
2008-07-30,213.885,214.375,213.255,214.22,144750
2008-07-31,214.22,214.58,213.365,213.92,163194
2008-08-01,213.92,214.09,212.005,212.47,188129
2008-08-02,212.47,212.8,212.44,212.79,7826
2008-08-04,212.57,212.88,212.07,212.54,157962
2008-08-05,212.55,212.585,210.565,211.55,212953
2008-08-06,211.54,213.63,211.427,213.36,226169
2008-08-07,213.36,213.935,212.555,212.67,236531
2008-08-08,212.68,212.82,210.786,211.54,266677
2008-08-09,211.55,211.81,211.455,211.645,8040
2008-08-11,210.872,211.54,209.695,210.295,152150
2008-08-12,210.29,210.625,207.95,207.96,268042
2008-08-13,207.955,207.96,202.505,205.07,315506
2008-08-14,205.08,205.87,203.45,205.01,286230
2008-08-15,205.01,206.51,204.39,205.845,179621
2008-08-16,205.845,206.18,205.73,206.14,4350
2008-08-18,206.252,206.277,205.23,205.39,175189
2008-08-19,205.39,205.48,203.875,204.86,244558
2008-08-20,204.86,205.14,204.115,204.38,233018
2008-08-21,204.38,204.655,201.775,203.665,281690
2008-08-22,203.68,204.58,202.77,203.67,282846
2008-08-23,203.68,203.965,203.495,203.905,8006
2008-08-25,203.653,203.917,202.36,202.37,233124
2008-08-26,202.37,202.85,200.685,201.56,383398
2008-08-27,201.56,202.28,200.485,200.94,306919
2008-08-28,200.93,201.195,199.78,200.31,357043
2008-08-29,200.32,200.56,197.595,198.2,261493
2008-08-30,198.2,198.43,198.05,198.125,10520
2008-09-01,196.75,196.915,194.145,194.84,205132
2008-09-02,194.84,194.98,192.585,193.605,276477
2008-09-03,193.61,194.07,191.92,192.12,276247
2008-09-04,192.12,193.595,189.24,189.26,282388
2008-09-05,189.26,189.75,186.165,188.86,362597
2008-09-06,188.87,190.285,188.78,190.285,11435
2008-09-08,191.055,195.66,188.52,189.465,271351
2008-09-09,189.46,191.235,187.9,188.74,286142
2008-09-10,188.755,190.09,187.165,189.16,295392
2008-09-11,189.17,189.28,185.875,187.01,311823
2008-09-12,187.0,193.385,186.67,193.28,286665
2008-09-13,193.27,193.72,193.21,193.6,26938
2008-09-15,193.343,193.343,187.32,189.405,380800
2008-09-16,189.395,189.83,184.455,189.1,411235
